STATION,NAME,DATE,AWND,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF2,WDF5,WSF2,WSF5
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-06-17,7.83,,0.00,0.0,0.0,71,79,63,,130,130,17.0,23.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-06-18,5.59,,0.00,0.0,0.0,72,86,58,,150,160,14.1,18.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-06-19,6.71,,0.00,0.0,0.0,75,88,63,,110,110,16.1,21.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-06-20,6.49,,0.00,0.0,0.0,74,85,65,,230,230,17.0,23.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-06-21,10.74,,0.00,0.0,0.0,82,91,73,,310,310,25.1,32.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-06-22,8.28,,0.00,0.0,0.0,79,90,67,,310,310,29.1,35.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-06-23,4.47,,0.00,0.0,0.0,76,83,69,,150,280,10.1,14.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-06-24,8.28,,0.00,0.0,0.0,75,83,68,,110,140,18.1,23.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-06-25,7.38,,0.00,0.0,0.0,73,82,64,,130,150,15.0,19.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-06-26,7.38,,0.00,0.0,0.0,75,86,65,,150,140,16.1,21.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-06-27,9.17,,0.37,0.0,0.0,75,87,64,,190,170,16.1,21.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-06-28,5.82,,0.39,0.0,0.0,73,78,69,,310,280,19.9,25.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-06-29,8.28,,0.01,0.0,0.0,75,87,68,,270,270,18.1,21.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-06-30,7.16,,0.00,0.0,0.0,77,88,67,,260,270,17.0,21.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-07-01,7.38,,0.20,0.0,0.0,75,80,70,,180,180,23.0,29.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-07-02,13.42,,0.00,0.0,0.0,73,80,66,,310,300,21.9,31.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-07-03,7.38,,0.00,0.0,0.0,74,83,63,,230,230,18.1,23.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-07-04,8.28,,0.46,0.0,0.0,74,84,62,,200,200,21.9,25.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-07-05,7.16,,0.17,0.0,0.0,77,89,70,,270,280,17.0,23.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-07-06,5.14,,0.00,0.0,0.0,84,95,74,,250,240,16.1,19.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-07-07,7.61,,0.01,0.0,0.0,85,95,77,,240,240,23.9,33.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-07-08,9.62,,0.05,0.0,0.0,81,90,69,,130,140,17.0,21.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-07-09,7.61,,0.49,0.0,0.0,69,71,66,,30,90,14.1,18.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-07-10,9.17,,0.00,0.0,0.0,74,84,67,,300,290,19.9,25.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-07-11,6.71,,0.00,0.0,0.0,74,84,65,,20,300,14.1,21.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-07-12,7.38,,0.00,0.0,0.0,75,84,67,,160,160,18.1,23.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-07-13,6.71,,0.00,0.0,0.0,78,88,69,,190,210,8.9,16.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-07-14,6.49,,0.12,0.0,0.0,81,91,76,,280,290,36.0,46.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-07-15,9.40,,0.00,0.0,0.0,86,94,78,,230,260,18.1,23.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-07-16,6.93,,0.57,0.0,0.0,82,91,75,,180,140,18.1,25.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-07-17,6.04,,0.00,0.0,0.0,81,93,73,,260,260,18.1,21.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-07-18,10.96,,0.23,0.0,0.0,83,95,72,,240,240,48.1,66.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-07-19,11.86,,0.00,0.0,0.0,79,85,72,,330,290,21.0,28.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-07-20,7.61,,0.00,0.0,0.0,76,86,66,,250,240,13.0,17.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-07-21,9.62,,0.00,0.0,0.0,80,92,69,,210,230,23.0,27.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-07-22,14.76,,0.00,0.0,0.0,84,97,73,,230,220,23.0,29.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-07-23,11.63,,0.00,0.0,0.0,89,98,80,,270,260,23.0,29.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-07-24,8.05,,0.00,0.0,0.0,87,96,73,,250,260,18.1,25.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-07-25,9.17,,1.84,0.0,0.0,84,99,73,,90,90,29.1,47.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-07-26,10.51,,0.00,0.0,0.0,81,93,72,,300,300,21.0,28.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-07-27,6.26,,0.00,0.0,0.0,84,93,73,,190,280,14.1,21.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-07-28,6.49,,0.00,0.0,0.0,83,93,75,,220,220,21.0,29.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-07-29,8.95,,0.87,0.0,0.0,77,86,70,,30,50,17.0,21.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-07-30,5.82,,0.36,0.0,0.0,78,86,73,,160,160,16.1,19.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-07-31,7.83,,0.71,0.0,0.0,76,80,72,,100,90,14.1,19.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-08-01,6.71,,0.00,0.0,0.0,74,79,71,,60,70,13.0,17.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-08-02,6.93,,0.00,0.0,0.0,74,80,67,,40,40,14.1,17.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-08-03,6.71,,0.00,0.0,0.0,73,80,65,,160,150,15.0,19.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-08-04,6.49,,0.00,0.0,0.0,74,81,64,,160,150,13.0,18.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-08-05,8.50,,0.00,0.0,0.0,75,84,67,,200,210,16.1,21.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-08-06,9.40,,0.09,0.0,0.0,79,91,72,,300,300,25.1,32.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-08-07,8.50,,0.00,0.0,0.0,81,89,71,,270,320,18.1,23.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-08-08,6.26,,0.00,0.0,0.0,80,87,69,,330,320,13.0,16.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-08-09,7.38,,0.00,0.0,0.0,79,87,68,,150,140,16.1,21.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-08-10,10.07,,0.11,0.0,0.0,81,90,75,,220,230,21.0,25.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-08-11,10.07,,0.11,0.0,0.0,86,96,75,,300,310,21.0,28.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-08-12,10.74,,0.17,0.0,0.0,84,97,74,,250,250,32.0,46.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-08-13,8.50,,0.00,0.0,0.0,87,98,79,,230,230,18.1,25.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-08-14,10.74,,0.00,0.0,0.0,89,97,80,,270,280,31.1,38.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-08-15,7.16,,0.00,0.0,0.0,85,94,77,,290,300,14.1,19.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-08-16,10.51,,0.01,0.0,0.0,85,93,77,,260,250,28.0,36.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-08-17,10.74,,0.20,0.0,0.0,82,88,76,,250,250,36.0,45.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-08-18,5.59,,0.10,0.0,0.0,80,87,73,,260,260,15.0,19.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-08-19,6.93,,0.00,0.0,0.0,81,90,74,,20,360,17.0,21.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-08-20,7.61,,0.00,0.0,0.0,80,87,72,,140,130,17.0,23.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-08-21,9.17,,0.13,0.0,0.0,80,87,74,,130,140,18.1,25.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-08-22,13.87,,0.00,0.0,0.0,76,81,67,,320,320,23.9,36.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-08-23,6.26,,0.00,0.0,0.0,73,84,59,,260,270,15.0,19.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-08-24,7.38,,0.00,0.0,0.0,76,90,63,,210,260,15.0,19.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-08-25,10.07,,0.01,0.0,0.0,78,88,67,,260,180,18.1,23.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-08-26,11.41,,0.00,0.0,0.0,83,95,75,,350,310,21.9,29.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-08-27,7.16,,0.00,0.0,0.0,80,88,71,,140,140,15.0,19.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-08-28,6.71,,0.00,0.0,0.0,79,87,72,,200,160,15.0,19.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-08-29,10.96,,0.00,0.0,0.0,81,93,72,,330,310,19.9,28.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-08-30,7.83,,0.00,0.0,0.0,77,85,68,,10,150,14.1,19.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-08-31,7.61,,0.00,0.0,0.0,79,92,74,,290,280,15.0,18.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-09-01,6.71,,0.21,0.0,0.0,75,81,66,,340,310,17.0,23.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-09-02,10.74,,0.00,0.0,0.0,73,82,65,,360,350,17.0,25.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-09-03,10.96,,0.00,0.0,0.0,71,77,65,,30,30,21.0,30.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-09-04,10.51,,0.00,0.0,0.0,71,82,62,,40,40,18.1,23.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-09-05,14.32,,0.00,0.0,0.0,73,86,58,,340,340,25.9,33.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-09-06,19.69,,0.00,0.0,0.0,78,82,69,,10,360,29.1,36.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-09-07,11.86,,0.00,0.0,0.0,76,87,69,,20,20,21.9,27.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-09-08,6.04,,0.00,0.0,0.0,80,92,71,,240,240,14.1,19.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-09-09,7.38,,0.00,0.0,0.0,87,93,78,,350,360,14.1,17.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-09-10,7.61,,0.01,0.0,0.0,83,92,76,,200,230,18.1,25.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-09-11,13.42,,0.00,0.0,0.0,81,86,66,,330,300,25.9,33.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-09-12,6.71,,0.00,0.0,0.0,69,78,57,,150,150,13.0,17.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-09-13,7.61,,0.00,0.0,0.0,71,84,60,,200,200,19.9,23.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-09-14,10.96,,0.00,0.0,0.0,77,94,66,,320,320,36.0,50.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-09-15,9.62,,0.00,0.0,0.0,69,75,60,,30,30,23.0,29.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-09-16,6.04,,0.00,0.0,0.0,67,73,57,,170,170,14.1,18.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-09-17,7.61,,0.00,0.0,0.0,68,77,59,,140,110,17.0,21.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-09-18,8.95,,0.00,0.0,0.0,75,87,68,,230,200,17.0,23.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-09-19,4.92,,1.03,0.0,0.0,74,76,70,,280,190,13.0,17.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-09-20,5.14,,0.00,0.0,0.0,75,84,69,,350,340,13.0,17.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-09-21,7.61,,0.00,0.0,0.0,76,86,67,,20,10,17.0,19.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-09-22,5.59,,0.00,0.0,0.0,73,84,61,,170,170,12.1,17.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-09-23,5.37,,0.01,0.0,0.0,75,90,60,,10,10,23.0,25.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-09-24,11.41,,0.44,0.0,0.0,68,72,58,,20,30,21.9,25.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-09-25,6.49,,0.00,0.0,0.0,62,71,52,,320,310,15.0,21.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-09-26,8.95,,0.00,0.0,0.0,63,73,51,,140,140,18.1,25.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-09-27,5.82,,0.12,0.0,0.0,69,76,62,,230,230,14.1,21.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-09-28,12.30,,0.00,0.0,0.0,65,73,56,,30,80,19.9,25.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-09-29,14.32,,0.04,0.0,0.0,61,65,58,,50,50,23.0,30.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-09-30,16.33,,0.31,0.0,0.0,59,60,56,,30,30,23.9,31.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-10-01,11.41,,0.00,0.0,0.0,59,63,56,,30,40,16.1,23.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-10-02,5.59,,0.00,0.0,0.0,60,65,57,,40,40,13.0,16.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-10-03,4.92,,0.00,0.0,0.0,65,74,60,,290,300,12.1,19.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-10-04,10.29,,0.00,0.0,0.0,65,71,61,,40,40,18.1,23.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-10-05,7.16,,0.00,0.0,0.0,61,68,52,,20,40,15.0,18.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-10-06,5.14,,0.00,0.0,0.0,62,75,51,,160,160,8.9,12.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-10-07,4.47,,0.00,0.0,0.0,63,74,53,,160,140,13.0,17.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-10-08,5.37,,0.17,0.0,0.0,63,69,55,,320,320,14.1,17.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-10-09,17.00,,0.48,0.0,0.0,60,66,52,,360,340,29.1,35.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-10-10,12.97,,0.00,0.0,0.0,56,66,47,,350,350,23.0,30.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-10-11,5.37,,0.00,0.0,0.0,53,64,43,,140,140,13.0,15.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-10-12,4.47,,0.00,0.0,0.0,58,67,47,,140,150,10.1,15.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-10-13,7.83,,0.01,0.0,0.0,60,68,52,,330,340,21.9,27.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-10-14,8.05,,0.00,0.0,0.0,56,64,46,,330,340,16.1,21.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-10-15,6.71,,0.00,0.0,0.0,53,64,42,,140,150,14.1,17.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-10-16,8.50,,0.00,0.0,0.0,58,73,45,,240,240,17.0,21.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-10-17,6.49,,0.00,0.0,0.0,70,83,60,,260,260,15.0,19.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-10-18,9.62,,0.00,0.0,0.0,72,85,62,,210,200,21.9,28.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-10-19,9.84,,0.00,0.0,0.0,76,87,64,,350,310,18.1,23.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-10-20,9.40,,0.00,0.0,0.0,67,71,60,,100,100,16.1,23.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-10-21,4.47,,0.22,0.0,0.0,68,71,58,,310,300,21.0,25.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-10-22,16.11,,0.55,0.0,0.0,54,58,47,,280,290,35.1,42.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-10-23,14.32,,0.00,0.0,0.0,53,65,44,,280,280,30.0,40.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-10-24,12.75,,0.00,0.0,0.0,57,66,47,,300,300,28.0,34.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-10-25,11.63,,0.00,0.0,0.0,49,54,42,,320,300,23.9,31.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-10-26,10.96,,0.00,0.0,0.0,45,52,37,,310,330,21.0,25.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-10-27,8.05,,0.65,0.0,0.0,45,56,42,,90,80,15.0,21.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-10-28,13.87,,0.00,0.0,0.0,48,51,42,,300,320,32.0,40.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-10-29,8.95,,0.00,0.0,0.0,49,66,37,,230,230,19.9,27.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-10-30,9.40,,0.92,0.0,0.0,65,78,54,,330,340,38.0,53.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-10-31,10.96,,0.00,0.0,0.0,52,57,43,,320,330,23.0,31.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-11-01,7.38,,0.00,0.0,0.0,48,60,37,,140,250,13.0,18.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-11-02,8.05,,0.00,0.0,0.0,59,73,51,,250,240,16.1,19.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-11-03,11.63,,0.00,0.0,0.0,63,74,57,,340,340,23.9,32.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-11-04,11.63,,0.00,0.0,0.0,58,62,47,,320,320,21.9,27.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-11-05,8.50,,0.00,0.0,0.0,52,65,40,,320,320,21.0,25.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-11-06,13.20,,0.00,0.0,0.0,54,60,43,,330,320,23.9,30.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-11-07,7.61,,0.00,0.0,0.0,47,56,36,,10,10,17.0,21.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-11-08,4.03,,0.00,0.0,0.0,51,69,38,,260,290,12.1,17.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-11-09,7.83,,0.20,0.0,0.0,55,58,48,,340,330,23.9,29.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-11-10,10.96,,0.00,0.0,0.0,49,58,41,,330,330,25.1,31.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-11-11,17.22,,0.00,0.0,0.0,53,64,42,,330,320,35.1,40.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-11-12,9.84,,0.00,0.0,0.0,44,53,37,,320,340,21.9,27.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-11-13,9.17,,0.00,0.0,0.0,46,63,34,,230,250,18.1,23.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-11-14,5.82,,0.00,0.0,0.0,49,63,37,,250,250,15.0,19.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-11-15,10.74,,2.79,0.0,0.0,52,54,46,,360,360,29.1,35.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-11-16,9.17,,0.00,0.0,0.0,51,64,41,,270,260,18.1,25.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-11-17,9.84,,0.00,0.0,0.0,55,63,48,,320,330,23.0,28.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-11-18,4.25,,0.00,0.0,0.0,54,67,44,,350,330,14.1,16.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-11-19,9.17,,0.20,0.0,0.0,53,61,36,,290,290,28.0,36.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-11-20,21.47,,0.23,0.0,0.0,42,43,34,,260,260,36.9,45.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-11-21,21.03,,0.00,0.0,0.0,39,42,37,,300,280,33.1,46.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-11-22,18.12,,0.00,0.0,0.0,39,44,37,,300,300,32.0,42.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-11-23,9.17,,0.00,0.0,0.0,40,48,33,,320,320,18.1,25.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-11-24,6.93,,0.00,0.0,0.0,43,50,35,,360,360,13.0,16.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-11-25,4.70,,0.01,0.0,0.0,48,55,45,,220,,8.1,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-11-26,8.95,,0.00,0.0,0.0,48,53,41,,330,320,21.0,28.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-11-27,8.72,,0.00,0.0,0.0,43,52,35,,290,300,21.0,27.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-11-28,4.92,,0.00,0.0,0.0,44,54,32,,230,190,13.0,15.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-11-29,8.05,,2.02,0.0,0.0,53,60,49,,150,140,16.1,23.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-11-30,6.93,,1.07,0.0,0.0,56,58,52,,20,30,15.0,19.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-12-01,13.87,,0.11,0.0,0.0,52,55,41,,280,260,28.0,38.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-12-02,14.76,,0.00,0.0,0.0,45,53,38,,270,270,25.1,31.1
